owner/repo,lang,label,wilcoxon_pvalue,identical,delta,eff_size,invalid,summary_treatment,summary_control
vanilla/vanilla,PHP,Good first contribution,4.924E-02,False,-0.06825975,negligible,False,Min=0;Median=0.000;Mean=0.271;Max=3;std_dev=0.547,Min=0;Median=0.000;Mean=0.343;Max=3;std_dev=0.574
woocommerce/woocommerce,PHP,good first issue,2.200E-16,False,0.54428,large,False,Min=0;Median=5.000;Mean=4.756;Max=18;std_dev=2.762,Min=0;Median=2.000;Mean=2.315;Max=9;std_dev=1.844
wp-cli/wp-cli,PHP,good-first-issue,5.552E-04,False,0.2154478,small,False,Min=0;Median=1.000;Mean=0.782;Max=5;std_dev=0.945,Min=0;Median=0.000;Mean=0.412;Max=3;std_dev=0.660
yiisoft/yii,PHP,Easy Pick,,,,,True,,
yiisoft/yii2,PHP,complexity:easy,2.200E-16,False,0.7595438,large,False,Min=0;Median=3.000;Mean=3.878;Max=19;std_dev=2.769,Min=0;Median=0.000;Mean=0.808;Max=10;std_dev=1.643
Yoast/wordpress-seo,PHP,support,4.296E-03,False,0.2289933,small,False,Min=0;Median=1.000;Mean=0.986;Max=13;std_dev=1.219,Min=0;Median=0.000;Mean=0.588;Max=4;std_dev=0.963
zendframework/zend-code,PHP,EasyFix,,,,,True,,
zendframework/zend-eventmanager,PHP,EasyFix,,,,,True,,
ZoneMinder/zoneminder,PHP,good first issue,1.207E-01,False,0.09046223,negligible,False,Min=0;Median=1.000;Mean=0.663;Max=4;std_dev=0.775,Min=0;Median=0.000;Mean=0.562;Max=4;std_dev=0.820
aio-libs/aiohttp,PYTHON,good first issue,4.478E-14,False,0.6111057,large,False,Min=0;Median=2.000;Mean=1.975;Max=12;std_dev=1.710,Min=0;Median=0.000;Mean=0.446;Max=3;std_dev=0.685
andresriancho/w3af,PYTHON,easy,1.830E-05,False,0.2078775,small,False,Min=0;Median=0.000;Mean=0.243;Max=3;std_dev=0.513,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
angr/angr,PYTHON,good first issue,9.748E-03,False,0.212381,small,False,Min=0;Median=0.000;Mean=0.650;Max=5;std_dev=0.883,Min=0;Median=0.000;Mean=0.333;Max=3;std_dev=0.674
ansible/ansible,PYTHON,easyfix,2.200E-16,False,0.5254342,large,False,Min=2;Median=16.000;Mean=18.011;Max=49;std_dev=10.785,Min=0;Median=8.000;Mean=8.444;Max=27;std_dev=6.723
ansible/awx,PYTHON,good first issue,,,,,True,,
apache/airflow,PYTHON,good first issue,2.200E-16,False,0.8196974,large,False,Min=5;Median=12.000;Mean=13.494;Max=53;std_dev=6.803,Min=0;Median=5.000;Mean=5.698;Max=19;std_dev=3.541
astropy/astropy,PYTHON,Hacktoberfest,4.586E-11,False,0.5680457,large,False,Min=0;Median=1.000;Mean=1.126;Max=8;std_dev=1.296,Min=0;Median=0.000;Mean=0.023;Max=1;std_dev=0.152
Azure/azure-cli,PYTHON,good first issue,2.200E-16,False,0.7033661,large,False,Min=0;Median=3.000;Mean=3.651;Max=26;std_dev=2.642,Min=0;Median=1.000;Mean=1.083;Max=7;std_dev=1.415
beetbox/beets,PYTHON,bitesize,2.200E-16,False,0.5154535,large,False,Min=0;Median=1.000;Mean=1.102;Max=8;std_dev=1.131,Min=0;Median=0.000;Mean=0.195;Max=2;std_dev=0.452
biopython/biopython,PYTHON,good first issue,2.200E-16,False,0.4263864,medium,False,Min=0;Median=1.000;Mean=0.863;Max=7;std_dev=0.982,Min=0;Median=0.000;Mean=0.181;Max=2;std_dev=0.441
blaze/blaze,PYTHON,easy,3.026E-01,False,-0.04891472,negligible,False,Min=0;Median=0.000;Mean=0.155;Max=3;std_dev=0.413,Min=0;Median=0.000;Mean=0.203;Max=2;std_dev=0.443
blockstack/blockstack-core,PYTHON,good first issue,5.577E-05,False,0.1919841,small,False,Min=0;Median=0.000;Mean=0.400;Max=4;std_dev=0.667,Min=0;Median=0.000;Mean=0.164;Max=3;std_dev=0.442
bokeh/bokeh,PYTHON,good first issue,2.200E-16,False,0.5693112,large,False,Min=0;Median=1.000;Mean=1.457;Max=7;std_dev=1.419,Min=0;Median=0.000;Mean=0.226;Max=2;std_dev=0.492
boto/boto,PYTHON,support,2.200E-16,False,-0.4851297,large,False,Min=0;Median=0.000;Mean=1.279;Max=12;std_dev=2.046,Min=0;Median=3.000;Mean=2.775;Max=10;std_dev=2.104
buildbot/buildbot,PYTHON,good first issue,4.992E-01,False,0.03122922,negligible,False,Min=0;Median=1.000;Mean=1.153;Max=5;std_dev=1.088,Min=0;Median=1.000;Mean=1.092;Max=5;std_dev=1.067
celery/celery,PYTHON,good first issue,2.200E-16,False,0.3849246,medium,False,Min=0;Median=2.000;Mean=2.445;Max=9;std_dev=1.662,Min=0;Median=1.000;Mean=1.540;Max=65;std_dev=3.477
certbot/certbot,PYTHON,good first issue,,,,,True,,
ckan/ckan,PYTHON,Easy,1.194E-09,False,0.3250461,small,False,Min=0;Median=1.000;Mean=0.887;Max=5;std_dev=1.044,Min=0;Median=0.000;Mean=0.310;Max=3;std_dev=0.570
cloudera/hue,PYTHON,good first issue,1.905E-06,False,0.3564312,medium,False,Min=0;Median=1.000;Mean=0.925;Max=4;std_dev=1.071,Min=0;Median=0.000;Mean=0.330;Max=6;std_dev=0.643
cobbler/cobbler,PYTHON,Good first issue,1.071E-01,False,0.1253342,negligible,False,Min=0;Median=0.500;Mean=0.636;Max=3;std_dev=0.750,Min=0;Median=0.000;Mean=0.494;Max=3;std_dev=0.750
conda/conda,PYTHON,good-first-issue,1.546E-15,False,0.4535667,medium,False,Min=0;Median=1.000;Mean=1.057;Max=5;std_dev=1.074,Min=0;Median=0.000;Mean=0.269;Max=3;std_dev=0.606
cupy/cupy,PYTHON,good-first-issue,9.266E-02,False,0.1205674,negligible,False,Min=0;Median=1.000;Mean=0.806;Max=9;std_dev=1.241,Min=0;Median=0.000;Mean=0.559;Max=3;std_dev=0.761
cython/cython,PYTHON,good first issue,,,,,True,,
dask/dask,PYTHON,good first issue,9.452E-13,False,0.5777152,large,False,Min=0;Median=1.000;Mean=1.756;Max=9;std_dev=1.644,Min=0;Median=0.000;Mean=0.333;Max=4;std_dev=0.690
DataDog/dd-agent,PYTHON,community,4.221E-08,False,0.2465102,small,False,Min=0;Median=0.000;Mean=1.022;Max=8;std_dev=1.478,Min=0;Median=0.000;Mean=0.350;Max=3;std_dev=0.642
divio/django-cms,PYTHON,Hacktoberfest,9.842E-01,True,0.0008452042,negligible,False,Min=0;Median=1.000;Mean=0.836;Max=7;std_dev=1.048,Min=0;Median=0.000;Mean=0.870;Max=7;std_dev=1.148
django-oscar/django-oscar,PYTHON,Good first issue,4.242E-01,False,0.05358577,negligible,False,Min=0;Median=1.000;Mean=0.743;Max=3;std_dev=0.846,Min=0;Median=0.000;Mean=0.681;Max=5;std_dev=0.875
encode/django-rest-framework,PYTHON,good first issue,3.379E-01,False,0.0480813,negligible,False,Min=0;Median=3.000;Mean=3.483;Max=12;std_dev=2.140,Min=0;Median=3.000;Mean=3.421;Max=12;std_dev=2.709
fail2ban/fail2ban,PYTHON,easyfix,,,,,True,,
Flexget/Flexget,PYTHON,Good first issue,5.528E-02,False,0.09003476,negligible,False,Min=0;Median=1.000;Mean=0.723;Max=3;std_dev=0.819,Min=0;Median=0.000;Mean=0.623;Max=4;std_dev=0.867
fonttools/fonttools,PYTHON,good-first-issue,1.229E-07,False,0.2214477,small,False,Min=0;Median=0.000;Mean=0.429;Max=3;std_dev=0.630,Min=0;Median=0.000;Mean=0.169;Max=3;std_dev=0.460
fossasia/open-event-server,PYTHON,hacktoberfest,2.570E-05,False,0.312955,small,False,Min=0;Median=1.000;Mean=0.874;Max=6;std_dev=1.133,Min=0;Median=0.000;Mean=0.295;Max=2;std_dev=0.587
frappe/erpnext,PYTHON,support,2.200E-16,False,0.592929,large,False,Min=0;Median=1.000;Mean=1.481;Max=24;std_dev=1.920,Min=0;Median=0.000;Mean=0.145;Max=2;std_dev=0.370
frappe/frappe,PYTHON,hacktoberfest,2.200E-16,False,0.7365264,large,False,Min=0;Median=2.000;Mean=3.123;Max=20;std_dev=2.764,Min=0;Median=0.000;Mean=0.704;Max=4;std_dev=1.030
freedomofpress/securedrop,PYTHON,good first issue,3.989E-02,False,0.0885647,negligible,False,Min=0;Median=0.000;Mean=0.410;Max=6;std_dev=0.795,Min=0;Median=0.000;Mean=0.316;Max=4;std_dev=0.745
freqtrade/freqtrade,PYTHON,Good first issue,4.902E-03,False,0.2930693,small,False,Min=0;Median=1.000;Mean=1.109;Max=6;std_dev=1.476,Min=0;Median=0.000;Mean=0.400;Max=3;std_dev=0.814
getredash/redash,PYTHON,hacktoberfest,2.145E-07,False,0.2867451,small,False,Min=0;Median=2.000;Mean=1.847;Max=6;std_dev=1.421,Min=0;Median=1.000;Mean=1.175;Max=5;std_dev=1.355
getsentry/sentry,PYTHON,Easy Task,6.938E-02,False,0.08342361,negligible,False,Min=0;Median=1.000;Mean=1.404;Max=42;std_dev=2.633,Min=0;Median=1.000;Mean=1.045;Max=6;std_dev=1.029
git-cola/git-cola,PYTHON,good first issue,1.505E-06,False,0.1375025,negligible,False,Min=0;Median=0.000;Mean=0.296;Max=3;std_dev=0.574,Min=0;Median=0.000;Mean=0.110;Max=2;std_dev=0.322
googleapis/google-cloud-python,PYTHON,good first issue,2.390E-04,False,0.1941422,small,False,Min=0;Median=1.000;Mean=1.176;Max=5;std_dev=1.393,Min=0;Median=0.000;Mean=0.680;Max=5;std_dev=1.016
internetarchive/openlibrary,PYTHON,hacktoberfest,1.559E-10,False,0.2411874,small,False,Min=0;Median=0.000;Mean=0.438;Max=16;std_dev=1.224,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
ipython/ipython,PYTHON,good first issue,,,,,True,,
keras-team/keras,PYTHON,stat:contributions welcome,,,,,True,,
Kinto/kinto,PYTHON,easy-pick,,,,,True,,
kivy/kivy,PYTHON,easy,,,,,True,,
lbryio/lbry-sdk,PYTHON,good first issue,1.382E-04,False,0.2119923,small,False,Min=0;Median=0.000;Mean=0.536;Max=10;std_dev=1.203,Min=0;Median=0.000;Mean=0.125;Max=2;std_dev=0.366
mailpile/Mailpile,PYTHON,Low Hanging Fruit,9.053E-09,False,0.2982364,small,False,Min=0;Median=0.000;Mean=0.533;Max=8;std_dev=0.964,Min=0;Median=0.000;Mean=0.043;Max=2;std_dev=0.252
matplotlib/matplotlib,PYTHON,Good first issue,1.144E-11,False,0.7387393,large,False,Min=0;Median=2.000;Mean=2.854;Max=19;std_dev=2.398,Min=0;Median=0.000;Mean=0.414;Max=2;std_dev=0.628
matrix-org/synapse,PYTHON,good first issue,2.200E-16,False,0.5433647,large,False,Min=0;Median=1.000;Mean=1.745;Max=17;std_dev=1.769,Min=0;Median=0.000;Mean=0.441;Max=4;std_dev=0.807
mesonbuild/meson,PYTHON,good first issue,2.200E-16,False,0.7453168,large,False,Min=0;Median=3.000;Mean=3.005;Max=12;std_dev=2.031,Min=0;Median=0.000;Mean=0.607;Max=5;std_dev=1.066
mirumee/saleor,PYTHON,Hacktoberfest,2.200E-16,False,0.4807262,large,False,Min=0;Median=1.000;Mean=1.057;Max=14;std_dev=1.450,Min=0;Median=0.000;Mean=0.122;Max=3;std_dev=0.415
mopidy/mopidy,PYTHON,good first issue,1.351E-07,False,0.1983132,small,False,Min=0;Median=0.000;Mean=0.361;Max=6;std_dev=0.682,Min=0;Median=0.000;Mean=0.099;Max=3;std_dev=0.369
mozilla/kuma,PYTHON,good first issue,1.957E-01,False,-0.06034452,negligible,False,Min=0;Median=0.000;Mean=0.338;Max=3;std_dev=0.650,Min=0;Median=0.000;Mean=0.411;Max=3;std_dev=0.667
mypaint/mypaint,PYTHON,bitesize,,,,,True,,
networkx/networkx,PYTHON,Good First Issue,2.200E-16,False,0.5511589,large,False,Min=0;Median=1.000;Mean=1.652;Max=7;std_dev=1.457,Min=0;Median=0.000;Mean=0.387;Max=3;std_dev=0.679
nltk/nltk,PYTHON,good first issue,2.200E-16,False,0.5343058,large,False,Min=0;Median=1.000;Mean=0.837;Max=5;std_dev=0.956,Min=0;Median=0.000;Mean=0.016;Max=1;std_dev=0.127
numba/numba,PYTHON,easy,1.372E-05,False,0.2241875,small,False,Min=0;Median=0.000;Mean=0.720;Max=6;std_dev=1.018,Min=0;Median=0.000;Mean=0.305;Max=3;std_dev=0.609
numenta/nupic,PYTHON,newbie,2.922E-01,False,-0.08224715,negligible,False,Min=0;Median=0.000;Mean=0.234;Max=3;std_dev=0.502,Min=0;Median=0.000;Mean=0.483;Max=5;std_dev=1.090
OpenMined/PySyft,PYTHON,hacktoberfest,6.101E-03,False,0.2169358,small,False,Min=0;Median=2.000;Mean=2.089;Max=7;std_dev=1.443,Min=0;Median=1.000;Mean=1.752;Max=13;std_dev=2.100
openshift/openshift-ansible,PYTHON,good first issue,3.767E-05,False,-0.2483302,small,False,Min=0;Median=1.000;Mean=1.164;Max=6;std_dev=1.290,Min=0;Median=1.000;Mean=2.312;Max=12;std_dev=2.528
oppia/oppia,PYTHON,good first issue,,,,,True,,
pandas-dev/pandas,PYTHON,good first issue,2.200E-16,False,0.8940428,large,False,Min=0;Median=6.000;Mean=7.225;Max=119;std_dev=7.515,Min=0;Median=0.000;Mean=0.530;Max=4;std_dev=0.877
pantsbuild/pants,PYTHON,good first issue,2.199E-09,False,0.3512494,medium,False,Min=0;Median=0.000;Mean=0.588;Max=10;std_dev=0.899,Min=0;Median=0.000;Mean=0.093;Max=2;std_dev=0.330
polyaxon/polyaxon,PYTHON,good first issue,2.475E-05,False,0.2436061,small,False,Min=0;Median=0.000;Mean=0.321;Max=3;std_dev=0.573,Min=0;Median=0.000;Mean=0.029;Max=1;std_dev=0.170
PrefectHQ/prefect,PYTHON,good first issue,,,,,True,,
psf/requests,PYTHON,Contributor Friendly,,,,,True,,
pyca/cryptography,PYTHON,good first issue,3.563E-01,False,0.07504363,negligible,False,Min=0;Median=1.000;Mean=0.749;Max=4;std_dev=0.851,Min=0;Median=0.000;Mean=0.646;Max=3;std_dev=0.838
pyinstaller/pyinstaller,PYTHON,good first issue,2.200E-16,False,0.4774347,large,False,Min=0;Median=1.000;Mean=1.278;Max=5;std_dev=1.185,Min=0;Median=0.000;Mean=0.338;Max=3;std_dev=0.576
pymc-devs/pymc3,PYTHON,beginner friendly,2.200E-16,False,0.4290976,medium,False,Min=0;Median=1.000;Mean=0.922;Max=6;std_dev=1.128,Min=0;Median=0.000;Mean=0.158;Max=2;std_dev=0.390
pypa/pip,PYTHON,good first issue,,,,,True,,
pypa/pipenv,PYTHON,good first issue,5.411E-02,False,-0.161463,small,False,Min=0;Median=1.000;Mean=1.679;Max=10;std_dev=1.970,Min=0;Median=2.000;Mean=2.780;Max=17;std_dev=3.404
python/mypy,PYTHON,good-first-issue,2.200E-16,False,0.6755803,large,False,Min=0;Median=1.000;Mean=1.682;Max=14;std_dev=1.818,Min=0;Median=0.000;Mean=0.105;Max=3;std_dev=0.390
python-pillow/Pillow,PYTHON,Hacktoberfest,4.374E-01,False,-0.04085686,negligible,False,Min=0;Median=1.000;Mean=0.867;Max=5;std_dev=0.997,Min=0;Median=1.000;Mean=0.920;Max=5;std_dev=0.975
pyviz/holoviews,PYTHON,good first issue,8.319E-10,False,0.2726984,small,False,Min=0;Median=0.000;Mean=0.517;Max=4;std_dev=0.751,Min=0;Median=0.000;Mean=0.143;Max=2;std_dev=0.390
quantopian/zipline,PYTHON,Beginner Friendly,7.750E-01,True,0.02428394,negligible,False,Min=0;Median=0.000;Mean=0.427;Max=8;std_dev=0.782,Min=0;Median=0.000;Mean=0.333;Max=2;std_dev=0.540
qutebrowser/qutebrowser,PYTHON,easy,,,,,True,,
readthedocs/readthedocs.org,PYTHON,Good First Issue,1.728E-10,False,0.3862788,medium,False,Min=0;Median=1.000;Mean=0.994;Max=7;std_dev=1.157,Min=0;Median=0.000;Mean=0.330;Max=6;std_dev=0.781
robotframework/robotframework,PYTHON,good first issue,1.874E-03,False,0.1965089,small,False,Min=0;Median=0.000;Mean=0.583;Max=3;std_dev=0.737,Min=0;Median=0.000;Mean=0.309;Max=2;std_dev=0.562
sabnzbd/sabnzbd,PYTHON,Support,3.592E-01,False,-0.03038823,negligible,False,Min=0;Median=0.000;Mean=0.190;Max=3;std_dev=0.479,Min=0;Median=0.000;Mean=0.220;Max=3;std_dev=0.498
saltstack/salt,PYTHON,good first issue,2.200E-16,False,0.4307607,medium,False,Min=1;Median=6.000;Mean=6.564;Max=19;std_dev=2.996,Min=0;Median=4.000;Mean=4.049;Max=16;std_dev=3.495
scikit-image/scikit-image,PYTHON,good first issue,7.449E-15,False,0.4845457,large,False,Min=0;Median=1.000;Mean=1.318;Max=11;std_dev=1.359,Min=0;Median=0.000;Mean=0.362;Max=3;std_dev=0.620
scikit-learn/scikit-learn,PYTHON,Easy,2.200E-16,False,0.8612159,large,False,Min=0;Median=5.000;Mean=6.096;Max=50;std_dev=5.384,Min=0;Median=0.000;Mean=0.333;Max=2;std_dev=0.583
scipy/scipy,PYTHON,good first issue,2.200E-16,False,0.7357763,large,False,Min=0;Median=3.000;Mean=3.014;Max=14;std_dev=2.137,Min=0;Median=1.000;Mean=0.658;Max=4;std_dev=0.815
scrapy/scrapy,PYTHON,good first issue,2.200E-16,False,0.6938354,large,False,Min=0;Median=1.000;Mean=1.747;Max=12;std_dev=1.520,Min=0;Median=0.000;Mean=0.232;Max=3;std_dev=0.515
SheffieldML/GPy,PYTHON,good first issue,5.295E-01,True,-0.04214559,negligible,False,Min=0;Median=0.000;Mean=0.167;Max=2;std_dev=0.531,Min=0;Median=0.000;Mean=0.177;Max=3;std_dev=0.454
spack/spack,PYTHON,good first issue,2.200E-16,False,0.7611975,large,False,Min=0;Median=2.000;Mean=3.483;Max=61;std_dev=5.519,Min=0;Median=0.000;Mean=0.182;Max=2;std_dev=0.408
sphinx-doc/sphinx,PYTHON,good first issue,,,,,True,,
sqlalchemy/sqlalchemy,PYTHON,easy,,,,,True,,
sqlmapproject/sqlmap,PYTHON,support,,,,,True,,
StackStorm/st2,PYTHON,complexity:easy,2.949E-03,False,0.2232469,small,False,Min=0;Median=0.000;Mean=0.444;Max=3;std_dev=0.692,Min=0;Median=0.000;Mean=0.133;Max=1;std_dev=0.344
stamparm/maltrail,PYTHON,support,1.652E-02,False,0.09803922,negligible,False,Min=0;Median=0.000;Mean=0.114;Max=2;std_dev=0.367,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
statsmodels/statsmodels,PYTHON,good first issue,2.031E-06,False,0.3753777,medium,False,Min=0;Median=1.000;Mean=0.803;Max=4;std_dev=0.973,Min=0;Median=0.000;Mean=0.184;Max=2;std_dev=0.441
sympy/sympy,PYTHON,good first issue,2.200E-16,False,0.5823517,large,False,Min=0;Median=2.000;Mean=2.737;Max=16;std_dev=2.212,Min=0;Median=0.000;Mean=0.926;Max=10;std_dev=1.600
Theano/Theano,PYTHON,Easy fix,5.621E-04,False,0.2719989,small,False,Min=0;Median=0.000;Mean=0.887;Max=7;std_dev=1.329,Min=0;Median=0.000;Mean=0.234;Max=2;std_dev=0.476
tldr-pages/tldr,PYTHON,community,2.200E-16,False,0.6477914,large,False,Min=0;Median=4.000;Mean=5.871;Max=69;std_dev=8.400,Min=0;Median=1.000;Mean=2.067;Max=58;std_dev=5.766
unknown-horizons/unknown-horizons,PYTHON,good first issue,8.875E-01,True,0.003977932,negligible,False,Min=0;Median=0.000;Mean=0.141;Max=2;std_dev=0.370,Min=0;Median=0.000;Mean=0.153;Max=2;std_dev=0.425
vispy/vispy,PYTHON,for-new-contributors,1.657E-03,False,0.2335892,small,False,Min=0;Median=0.000;Mean=0.411;Max=4;std_dev=0.693,Min=0;Median=0.000;Mean=0.093;Max=1;std_dev=0.294
wagtail/wagtail,PYTHON,good first issue,1.781E-03,False,0.3113354,small,False,Min=0;Median=1.000;Mean=1.861;Max=12;std_dev=1.728,Min=0;Median=1.000;Mean=1.000;Max=5;std_dev=1.029
WeblateOrg/weblate,PYTHON,hacktoberfest,1.792E-10,False,0.3197004,small,False,Min=0;Median=0.000;Mean=0.699;Max=5;std_dev=0.903,Min=0;Median=0.000;Mean=0.194;Max=2;std_dev=0.432
xonsh/xonsh,PYTHON,newcomer,4.290E-01,False,0.07020767,negligible,False,Min=0;Median=1.000;Mean=0.821;Max=8;std_dev=1.157,Min=0;Median=0.000;Mean=0.900;Max=10;std_dev=1.865
ytdl-org/youtube-dl,PYTHON,easy,2.200E-16,False,0.6595269,large,False,Min=0;Median=5.000;Mean=5.447;Max=26;std_dev=3.014,Min=0;Median=2.000;Mean=2.158;Max=9;std_dev=2.157
zulip/zulip,PYTHON,good first issue,,,,,True,,
bundler/bundler,RUBY,good first issue,2.776E-14,False,-0.3461489,medium,False,Min=0;Median=1.000;Mean=0.956;Max=7;std_dev=1.129,Min=0;Median=2.000;Mean=1.874;Max=9;std_dev=1.618
CocoaPods/CocoaPods,RUBY,d1:easy,,,,,True,,
cucumber/cucumber-ruby,RUBY,good first issue,9.340E-01,True,-0.003059441,negligible,False,Min=0;Median=0.000;Mean=0.398;Max=5;std_dev=0.642,Min=0;Median=0.000;Mean=0.473;Max=4;std_dev=0.831
diaspora/diaspora,RUBY,quickfix,7.495E-09,False,-0.4946451,large,False,Min=0;Median=0.000;Mean=0.764;Max=7;std_dev=1.013,Min=0;Median=2.000;Mean=3.595;Max=42;std_dev=6.921
education/classroom,RUBY,good first issue,,,,,True,,
elastic/logstash,RUBY,hacktoberfest,3.890E-13,False,-0.3464794,medium,False,Min=0;Median=1.000;Mean=1.003;Max=5;std_dev=1.104,Min=0;Median=2.000;Mean=2.509;Max=11;std_dev=2.574
fastlane/fastlane,RUBY,complexity: you can do this,,,,,True,,
fatfreecrm/fat_free_crm,RUBY,good first issue,6.799E-01,True,-0.01162267,negligible,False,Min=0;Median=0.000;Mean=0.167;Max=2;std_dev=0.410,Min=0;Median=0.000;Mean=0.202;Max=3;std_dev=0.512
fog/fog,RUBY,easy,1.142E-14,False,0.495607,large,False,Min=0;Median=1.000;Mean=1.507;Max=9;std_dev=1.953,Min=0;Median=0.000;Mean=0.051;Max=1;std_dev=0.222
github/linguist,RUBY,Good First Issue,1.312E-04,False,-0.1867285,small,False,Min=0;Median=2.000;Mean=2.289;Max=7;std_dev=1.546,Min=0;Median=3.000;Mean=3.075;Max=14;std_dev=2.276
gitlabhq/gitlabhq,RUBY,easyfix,2.200E-16,False,-0.9171671,large,False,Min=0;Median=0.000;Mean=0.282;Max=4;std_dev=0.609,Min=0;Median=4.000;Mean=5.219;Max=22;std_dev=3.661
hashicorp/vagrant,RUBY,needs-community-help,1.151E-06,False,-0.2247434,small,False,Min=0;Median=2.000;Mean=2.025;Max=7;std_dev=1.534,Min=0;Median=3.000;Mean=3.117;Max=15;std_dev=2.624
Homebrew/brew,RUBY,good first issue,8.335E-03,False,0.1741357,small,False,Min=0;Median=2.000;Mean=2.627;Max=15;std_dev=2.002,Min=0;Median=2.000;Mean=2.045;Max=7;std_dev=1.540
Homebrew/homebrew-cask-fonts,RUBY,good first issue,6.911E-01,True,0.02873199,negligible,False,Min=0;Median=1.000;Mean=1.101;Max=5;std_dev=1.226,Min=0;Median=1.000;Mean=0.997;Max=9;std_dev=1.107
inspec/inspec,RUBY,Good first issue,4.890E-04,False,0.380345,medium,False,Min=0;Median=1.000;Mean=1.190;Max=6;std_dev=1.193,Min=0;Median=0.000;Mean=0.500;Max=4;std_dev=0.962
jekyll/jekyll,RUBY,support,1.132E-12,False,0.7791411,large,False,Min=0;Median=2.000;Mean=2.187;Max=12;std_dev=1.946,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
jruby/jruby,RUBY,beginner,9.939E-07,False,0.2146035,small,False,Min=0;Median=0.000;Mean=0.738;Max=7;std_dev=0.988,Min=0;Median=0.000;Mean=0.398;Max=4;std_dev=0.774
opal/opal,RUBY,good first issue,4.520E-06,False,0.1323142,negligible,False,Min=0;Median=0.000;Mean=0.274;Max=5;std_dev=0.611,Min=0;Median=0.000;Mean=0.088;Max=2;std_dev=0.296
publify/publify,RUBY,good first issue,2.408E-05,False,-0.1321636,negligible,False,Min=0;Median=0.000;Mean=0.021;Max=1;std_dev=0.144,Min=0;Median=0.000;Mean=0.182;Max=3;std_dev=0.461
puppetlabs/puppet,RUBY,Community,1.779E-03,False,-0.1472709,small,False,Min=0;Median=1.000;Mean=1.150;Max=7;std_dev=1.181,Min=0;Median=1.000;Mean=1.554;Max=7;std_dev=1.464
rails/rails,RUBY,good first issue,2.200E-16,False,0.5035182,large,False,Min=1;Median=10.000;Mean=10.966;Max=27;std_dev=4.172,Min=0;Median=4.000;Mean=5.632;Max=25;std_dev=5.910
rapid7/metasploit-framework,RUBY,newbie-friendly,3.456E-09,False,0.3169811,small,False,Min=0;Median=2.000;Mean=2.569;Max=7;std_dev=1.632,Min=0;Median=1.000;Mean=1.694;Max=7;std_dev=1.454
rubocop-hq/rubocop,RUBY,good first issue,2.200E-16,False,0.5445776,large,False,Min=0;Median=2.000;Mean=2.402;Max=9;std_dev=1.791,Min=0;Median=0.000;Mean=0.868;Max=5;std_dev=1.087
rubygems/rubygems,RUBY,good first issue,5.048E-01,True,0.02905185,negligible,False,Min=0;Median=1.000;Mean=0.868;Max=5;std_dev=1.048,Min=0;Median=1.000;Mean=0.805;Max=5;std_dev=1.007
rubygems/rubygems.org,RUBY,starter,8.020E-09,False,0.2851272,small,False,Min=0;Median=0.000;Mean=0.662;Max=11;std_dev=1.014,Min=0;Median=0.000;Mean=0.227;Max=3;std_dev=0.564
solidusio/solidus,RUBY,Beginner-Friendly,3.566E-04,False,0.3163855,small,False,Min=0;Median=1.000;Mean=1.049;Max=11;std_dev=1.218,Min=0;Median=0.000;Mean=0.442;Max=2;std_dev=0.666
spree/spree,RUBY,Good First Issue,7.823E-01,True,-0.01800525,negligible,False,Min=0;Median=1.000;Mean=1.265;Max=6;std_dev=1.221,Min=0;Median=1.000;Mean=1.531;Max=10;std_dev=1.755
tootsuite/mastodon,RUBY,fit for beginners,1.852E-14,False,0.7921047,large,False,Min=0;Median=2.000;Mean=3.418;Max=110;std_dev=9.094,Min=0;Median=0.000;Mean=0.059;Max=2;std_dev=0.343
zammad/zammad,RUBY,hacktoberfest,2.200E-16,False,0.4140546,medium,False,Min=0;Median=0.000;Mean=0.633;Max=4;std_dev=0.863,Min=0;Median=0.000;Mean=0.028;Max=1;std_dev=0.166
angular/angular,TYPESCRIPT,good first issue,2.200E-16,False,0.5621912,large,False,Min=2;Median=8.000;Mean=8.389;Max=21;std_dev=3.650,Min=0;Median=4.000;Mean=4.860;Max=30;std_dev=3.622
angular/components,TYPESCRIPT,good first issue,6.461E-01,True,0.03441456,negligible,False,Min=0;Median=3.000;Mean=3.246;Max=11;std_dev=2.055,Min=0;Median=3.000;Mean=3.190;Max=10;std_dev=2.424
ant-design/ant-design,TYPESCRIPT,good first issue,2.200E-16,False,0.7837277,large,False,Min=0;Median=8.000;Mean=7.886;Max=19;std_dev=3.369,Min=0;Median=2.000;Mean=2.620;Max=10;std_dev=2.550
BabylonJS/Babylon.js,TYPESCRIPT,good first issue,2.833E-12,False,0.4459374,medium,False,Min=0;Median=1.000;Mean=1.880;Max=11;std_dev=1.683,Min=0;Median=0.000;Mean=0.776;Max=6;std_dev=1.003
botpress/botpress,TYPESCRIPT,contributor-friendly,,,,,True,,
DefinitelyTyped/DefinitelyTyped,TYPESCRIPT,Level:Starter,2.200E-16,False,0.9443667,large,False,Min=0;Median=43.000;Mean=39.676;Max=93;std_dev=23.233,Min=0;Median=2.000;Mean=2.644;Max=7;std_dev=1.773
